,0
201145,-16.242182129049375
1628988,0.40766145084038374
1629098,-11.64340388142158
1629111,0.634443012735769
1630224,-2.763951652390324
1631223,-9.740946716181607
1631466,-26.58608283906623
1641715,-23.5321668869964
1642263,-10.129725918436792
1642368,-9.701207084338638
1630256,-9.707592434350772
1631106,-33.223961965716974
203500,24.740504098291346
1627832,8.87032192726166
1628415,-19.57655053028366
1630578,27.947341188039623
1631095,-14.993953203495074
1641708,6.47592145639039
