,0
201145,-20.91851386605373
1628988,3.817393015086138
1629098,-7.427893811709231
1629111,-18.860824377750944
1630224,-9.701358835899613
1631223,-12.894947637362622
1631466,-25.338528814748138
1641715,-20.401702112766422
1642263,-31.2539105416827
1642368,-12.994490927560946
1630256,-0.05271720855671269
1631106,-40.0843493956804
203500,30.66422103297852
1627832,22.325853814261585
1628415,-18.99650847774671
1630578,31.556387969298804
1631095,-5.501587552482073
1641708,17.297945620206928
