PERSON_ID,WPA_logit
201145,0.0
203500,0.0
1627832,6.04135693581371
1628415,0.0
1628988,0.0
1629098,0.0
1629111,0.0
1630224,3.1487545664471197
1630256,0.0
1630578,0.3336590659593925
1631095,0.0
1631106,0.0
1631223,0.0
1631466,0.0
1641708,4.438021773968593
1641715,0.0
1642263,0.0
1642368,0.0
