License Number,Facility Name,DBA,Facility Type,Street,City,ZIP Code,Date Updated
403R-00537,1-11 LLC,1:11,Retail Marijuana Cultivation Facility,54414 County Road F,Center,81125,2025-05-01
403R-00974,132 ENTERPRISES LLC,KLONE; RadCanna,Retail Marijuana Cultivation Facility,"322 North Norfolk Street, Unit I",Aurora,80011,2025-05-01
403R-01454,1395 SOUTH ACOMA LLC,Stellar Decon; Stellar Cannabis,Retail Marijuana Cultivation Facility,1395 South Acoma Street,Denver,80223,2025-05-01
403R-00885,1790 POPE VALLEY LLC,Canna Tek,Retail Marijuana Cultivation Facility,1790 Pope Valley Ranch Road ,Pueblo,81005,2025-05-01
403R-01401,1CURE LLC,None,Retail Marijuana Cultivation Facility,7835 Maverick Lane,Ordway,81063,2025-05-01
403R-00692,2205 POPE VALLEY LLC,Canna Tek,Retail Marijuana Cultivation Facility,2205 Pope Valley Ranch Road,Pueblo,81005,2025-05-01
403R-01466,3 SISTERS CANNABIS LLC,3 Sisters Cannabis,Retail Marijuana Cultivation Facility,218 Norml Lane,Moffat,81143,2025-05-01
403R-00058,4611 EXPANSION LLC,None,Retail Marijuana Cultivation Facility,4655 East 46th Avenue,Denver,80216,2025-05-01
403R-01019,4985 HOLDINGS LLC,None,Retail Marijuana Cultivation Facility,4985 Colorado Boulevard,Denver,80216,2025-05-01
403R-00670,7415 LLC,None,Retail Marijuana Cultivation Facility,7415 Rex Road,Pueblo,81005,2025-05-01
403R-00719,81082 LLC,Colorado Cannabis Exchange II,Retail Marijuana Cultivation Facility,123 Pine Street,Trinidad,81082,2025-05-01
403R-00503,A2ZINC LLC,AJs,Retail Marijuana Cultivation Facility,2177 57th Lane,Boone,81025,2025-05-01
403R-00313,ABUNDANT HEALTH DENVER LLC,Herban Underground,Retail Marijuana Cultivation Facility,"70 North Broadway, Suite 50",Denver,80203,2025-05-01
403R-01162,ACES PLACE LLC ,None,Retail Marijuana Cultivation Facility,14621 County Road 98,Nunn,80648,2025-05-01
403R-01024,AD FARMS LLC,None,Retail Marijuana Cultivation Facility,6473 Galbreth Road,Pueblo,81005,2025-05-01
403R-00734,AF INC,Apothecary Farms,Retail Marijuana Cultivation Facility,3415 Riddell Place,Colorado City,81019,2025-05-01
403R-00424,AF INC,Apothecary Farms,Retail Marijuana Cultivation Facility,1917 Santa Fe Drive,Pueblo,81006,2025-05-01
403R-01328,AGG FARMS LLC,None,Retail Marijuana Cultivation Facility,619 Dunn Deal Drive Tract 1,Moffat,81143,2025-05-01
403R-00565,AGRICULTURAL ADVANTAGES LLC,Lucky Monkey Buds,Retail Marijuana Cultivation Facility,137 West Cedar Street,Trinidad,81082,2025-05-01
403R-01006,AGRICULTURAL FARMS LLC,AGRICULTURAL FARMS,Retail Marijuana Cultivation Facility,47898 County Road U,Saguache,81149,2025-05-01
403R-00783,ALL PRO FARMS LLC,None,Retail Marijuana Cultivation Facility,1500 US Highway 85/87,Walsenburg,81089,2025-05-01
403R-00548,ALLGREENS LLC,None,Retail Marijuana Cultivation Facility,2291 South Kalamath Street,Denver,80223,2025-05-01
403R-01409,ALPINE ALCHEMY LLC,None,Retail Marijuana Cultivation Facility,260 Griffing Road ,Gunnison,81230,2025-05-01
403R-00513,ALPINE ESSENTIALS LLC,Alpine Essentials,Retail Marijuana Cultivation Facility,850 A & B Commerical Lane,Palmer Lake,80133,2025-05-01
403R-00763,ALPINE WELLNESS LLC,Alpine Wellness,Retail Marijuana Cultivation Facility,557 Woodstock Road,Norwood,81423,2025-05-01
403R-01511,ALTERNATIVE HEALTH CORP,Alternative Health Corp,Retail Marijuana Cultivation Facility,8032 Maverick Lane,Ordway,81063,2025-05-01
403R-00200,ALTERNATIVE HOLISTIC HEALING LLC,Rocky Mountain Organics,Retail Marijuana Cultivation Facility,"5312 Highway 119, Unit B",Black Hawk,80422,2025-05-01
403R-00945,ALTITUDE WELLNESS CENTER LLC,Nature's Herbs & Wellness DTC,Retail Marijuana Cultivation Facility,1131 South Bannock Street,Denver,80223,2025-05-01
403R-00953,ANGEL FARMS LLC,None,Retail Marijuana Cultivation Facility,60800 Highway 96 East,Boone,81025,2025-05-01
403R-00963,ANIMAS HERBAL WELLNESS CENTER INC,Prohibition Herb ,Retail Marijuana Cultivation Facility,1101 South Bannock Street,Denver,80223,2025-05-01
403R-00550,ANIMAS HERBAL WELLNESS CENTER INC,Prohibition Herb ,Retail Marijuana Cultivation Facility,1115 South Bannock Street ,Denver,80223,2025-05-01
403R-00163,ANTERO SCIENCES LLC,None,Retail Marijuana Cultivation Facility,7851 County Road 150,Salida,81201,2025-05-01
403R-01333,ARDO HOLDING LLC,None,Retail Marijuana Cultivation Facility,"5200 East Smith Road, Suite 110",Denver,80216,2025-05-01
403R-01222,ARKANSAS VALLEY ORGANICS LLC,Arkansas Valley Organics,Retail Marijuana Cultivation Facility,8421 Maverick Lane,Ordway,81063,2025-05-01
403R-01481,ASTRONUGZ LLC,None,Retail Marijuana Cultivation Facility,317 Mary Jane Lane,Moffat,81143,2025-05-01
403R-01455,B & O INDUSTRY LLC ,None,Retail Marijuana Cultivation Facility,20040 Grasslands Lane,Ordway,81063,2025-05-01
403R-01420,B LEAF LLC,None,Retail Marijuana Cultivation Facility,19879 Tamarack Lane ,Ordway,81063,2025-05-01
403R-01520,BANGI FIREWOOD,None,Retail Marijuana Cultivation Facility,50764 Country Road U,Saguache,81149,2025-05-01
403R-01516,BANGI FIREWOOD,None,Retail Marijuana Cultivation Facility,50952 County Road U,Saguache,81149,2025-05-01
403R-01517,BANGI FIREWOOD,None,Retail Marijuana Cultivation Facility,50954 County Road U,Saguache,81149,2025-05-01
403R-01518,BANGI FIREWOOD,None,Retail Marijuana Cultivation Facility,50956 Country Road U,Saguache,81149,2025-05-01
403R-01519,BANGI FIREWOOD,None,Retail Marijuana Cultivation Facility,50958 County Rd U,Saguache,81149,2025-05-01
403R-01514,BANGI FIREWOOD,None,Retail Marijuana Cultivation Facility,51002 County Road U,Saguache,81149,2025-05-01
403R-01515,BANGI FIREWOOD,None,Retail Marijuana Cultivation Facility,51004 County Road U,Saguache,81149,2025-05-01
403R-01521,BANGI FIREWOOD,None,Retail Marijuana Cultivation Facility,51248 County Road U,Saguache,81149,2025-05-01
403R-01032,BEAR WITH US LLC,None,Retail Marijuana Cultivation Facility,6401 Galbreth Road,Pueblo,81005,2025-05-01
403R-00287,BEDDOR CLAUDE LLC,Chronic Therapy,Retail Marijuana Cultivation Facility,10030 West 27th Avenue,Wheat Ridge,80215,2025-05-01
403R-00283,BENNETT HOLDINGS LLC,FUMO,Retail Marijuana Cultivation Facility,59 North Laser Drive,Pueblo West,81007,2025-05-01
403R-00897,BEST BUDZ LLC,Best Budz,Retail Marijuana Cultivation Facility,33622 County Road 58EE,Villa Grove,81155,2025-05-01
403R-01105,BGA INVESTMENT COMPANY LLC,Good Smells,Retail Marijuana Cultivation Facility,6390 Gunpark Drive Unit B,Boulder,80301,2025-05-01
403R-00960,BGOOD VENTURES LLC,None,Retail Marijuana Cultivation Facility,1031 West Center Avenue,Denver,80223,2025-05-01
403R-01223,BIOMEDS RECREATIONAL WHOLESALE LLC,None,Retail Marijuana Cultivation Facility,8488 Maverick Lane,Ordway,81063,2025-05-01
403R-00450,BK HOLDINGS LLC,None,Retail Marijuana Cultivation Facility,12001 East 37th Avenue,Denver,80239,2025-05-01
403R-00481,BK HOLDINGS LLC,The Herbal Center,Retail Marijuana Cultivation Facility,12005 East 37th Avenue,Denver,80239,2025-05-01
403R-00137,BLAZIN OG LLC,None,Retail Marijuana Cultivation Facility,4995 North Lima Street,Denver,80239,2025-05-01
403R-01283,BLUE EARTH CANNABIS LLC,Blue Earth Farms,Retail Marijuana Cultivation Facility,65495 County Road Z,Moffat,81143,2025-05-01
403R-00467,BOONE FARMS LLC,None,Retail Marijuana Cultivation Facility,60710 Highway 96 East,Boone,81025,2025-05-01
403R-01044,BOULDER BUILT LLC,None,Retail Marijuana Cultivation Facility,5305 Vasquez Boulevard,Commerce City,80022,2025-05-01
403R-00241,BOULDER ORGANIC FOOD GROUP LLC,Potions,Retail Marijuana Cultivation Facility,9135 West 44th Avenue,Wheat Ridge,80033,2025-05-01
403R-01299,BUBBAS KUSH LLC,Kaiser Consulting Services,Retail Marijuana Cultivation Facility,20064 Tamarack Lane,Ordway,81063,2025-05-01
403R-00930,BUD FOX ENTERPRISES LLC,None,Retail Marijuana Cultivation Facility,"14896 East 38th Avenue, Unit C",Aurora,80011,2025-05-01
403R-01434,BUD WITH ATTITUDE LLC,None,Retail Marijuana Cultivation Facility,440 Broadway,Moffat,81143,2025-05-01
403R-00135,BUILDING BETTER DAYS LLC,REEFER MADNESS,Retail Marijuana Cultivation Facility,"4425 East 46th Avenue, Unit A",Denver,80216,2025-05-01
403R-01059,BULLYS FARMS LLC,None,Retail Marijuana Cultivation Facility,6395 Galbreth Road,Pueblo,81005,2025-05-01
403R-01126,CADBIS LLC,"Mad Flower Farms, Apropos",Retail Marijuana Cultivation Facility,711 Mayor Patricia Reigel Boulevard,Moffat,81143,2025-05-01
403R-00575,CALISTOS GARDEN LLC,None,Retail Marijuana Cultivation Facility,2257 South Kalamath Street,Denver,80223,2025-05-01
403R-00350,CANNA CLUB LLC,Best Buds,Retail Marijuana Cultivation Facility,"11900 East 33rd Avenue, Suite 2",Aurora,80010,2025-05-01
403R-01284,CANNA MEDS WELLNESS CENTER LLC,Canna meds wellness center,Retail Marijuana Cultivation Facility,7038 County Lane 20,Ordway,81063,2025-05-01
403R-01087,CANNA STIX LLC,None,Retail Marijuana Cultivation Facility,6480 Galbreth Road,Pueblo,81005,2025-05-01
403R-00109,CANNABIS BROTHERS HOLDING COMPANY INC,None,Retail Marijuana Cultivation Facility,4900 North Jackson Street,Denver,80216,2025-05-01
403R-00884,CANNABIS FOR HEALTH LLC,Pig 'N' Whistle,Retail Marijuana Cultivation Facility,155 South Pecos Street,Denver,80223,2025-05-01
403R-01480,CANNAVULTURES LLC,CANNAVULTURES,Retail Marijuana Cultivation Facility,724 North Reigel Court,Moffat,81143,2025-05-01
403R-01378,CASA VERDE FARMS LLC,None,Retail Marijuana Cultivation Facility,20304 Tamarack Lane,Ordway,81063,2025-05-01
403R-00443,CC TRINIDAD LLC,Smokey's,Retail Marijuana Cultivation Facility,422 North Commercial Street,Trinidad,81082,2025-05-01
403R-00326,CCC INC,The Happy Camper Cannabis Company,Retail Marijuana Cultivation Facility,80 Rosalie Road,Bailey,80421,2025-05-01
403R-00005,CCS of COLORADO LLC,Callie's,Retail Marijuana Cultivation Facility,777 North Canosa Court ,Denver,80204,2025-05-01
403R-00802,CG INDUSTRY LLC,CROSS GENETICS,Retail Marijuana Cultivation Facility,4902 East Smith Road Unit C,Denver,80216,2025-05-01
403R-00981,CGFR GROUP INC,Cuban Crew Colorado,Retail Marijuana Cultivation Facility,"5301 Vasquez Boulevard, Unit 102",Commerce City,80022,2025-05-01
403R-00606,CGRO LLC,Apex Organics,Retail Marijuana Cultivation Facility,714 Mayor Patricia Reigel Boulevard,Moffat,81143,2025-05-01
403R-01236,CHRONIC THERAPY-CORTEZ LLC,Chronic Cultivation,Retail Marijuana Cultivation Facility,1020 South Broadway,Cortez,81321,2025-05-01
403R-01103,CLEARWATER BUDS LLC,None,Retail Marijuana Cultivation Facility,77 North Laser Drive Suite H,Pueblo West,81007,2025-05-01
403R-01095,CLEARWATER CAMPUS LLC,None,Retail Marijuana Cultivation Facility,24 North Research Drive,Pueblo West,81007,2025-05-01
403R-00730,CLEARWATER EXOTICS LLC,None,Retail Marijuana Cultivation Facility,168 East Assembly Drive,Pueblo West,81007,2025-05-01
403R-01043,CO DEVELOPMENT HOLDINGS INC,Host Cannabis Company,Retail Marijuana Cultivation Facility,"3555 North Moline Street, Unit A",Aurora,80010,2025-05-01
403R-00986,COLLECTED SUN LLC,Collected Sun,Retail Marijuana Cultivation Facility,6183 Red Creek Springs Road West,Pueblo,81005,2025-05-01
403R-00555,COLORADO CANNABIS COMPANY LLC,Pure Marijuana Dispensary,Retail Marijuana Cultivation Facility,4571 North Ivy Street,Denver,80216,2025-05-01
403R-01423,COLORADO CARE LLC,None,Retail Marijuana Cultivation Facility,20252 Grassland Lane,Ordway,81063,2025-05-01
403R-00384,COLORADO DISTRIBUTING INC,None,Retail Marijuana Cultivation Facility,893 East Enterprise Drive,Pueblo West,81007,2025-05-01
403R-00053,COLORADO KIND HOLDINGS LLC,Clarity Gardens,Retail Marijuana Cultivation Facility,"4600 North Ironton Street, Unit 101",Denver,80239,2025-05-01
403R-00508,COLORADO LEAF LLC,None,Retail Marijuana Cultivation Facility,8217 Red Creek Springs Road,Pueblo,81005,2025-05-01
403R-00088,COMPASSIONATE CARE GIVERS INC,Rocky Mountain High,Retail Marijuana Cultivation Facility,6666 East 44th Avenue,Denver,80216,2025-05-01
403R-01426,CONSCIOUS CARE LIMITED,None,Retail Marijuana Cultivation Facility,613 Dunn Deal Drive,Moffat,81143,2025-05-01
403R-00406,CONSCIOUS CONFECTIONS LLC,Native Roots Extracts,Retail Marijuana Cultivation Facility,680 North Lipan Street,Denver,80204,2025-05-01
403R-01233,CONSCIOUSLY CRAFTED LLC,Verde Natural,Retail Marijuana Cultivation Facility,2139 45 Road ,De Beque,81630,2025-05-01
403R-00033,CONSCIOUSLY CRAFTED LLC,Verde Natural,Retail Marijuana Cultivation Facility,5000 East 41st Avenue,Denver,80216,2025-05-01
403R-00011,CORRIDOR 70 LLC,EverBloom,Retail Marijuana Cultivation Facility,695 North Bryant Street,Denver,80204,2025-05-01
403R-00159,CSV CO LLC,710 Labs,Retail Marijuana Cultivation Facility,1403 South Cherokee Street,Denver,80223,2025-05-01
403R-01182,CUTTING EDGE CULTIVATION LLC,None,Retail Marijuana Cultivation Facility,8617 Maverick Lane,Ordway,81063,2025-05-01
403R-00722,D & D CONSULTING INC,Kaya Cannabis,Retail Marijuana Cultivation Facility,1075 South Fox Street,Denver,80223,2025-05-01
403R-01439,D AND C MEDICAL MARIJUANA LLC,Golden Leaf,Retail Marijuana Cultivation Facility,1755 Lincoln Avenue,Steamboat Springs,80487,2025-05-01
403R-00225,D AND C MEDICAL MARIJUANA LLC,Golden Leaf,Retail Marijuana Cultivation Facility,2052 Snow Bowl Plaza,Steamboat Springs,80487,2025-05-01
403R-00830,D'S TREES LLC,D'z Trees,Retail Marijuana Cultivation Facility,3835 North Paris Street,Denver,80239,2025-05-01
403R-00782,DALWHINNIE FARMS LLC,None,Retail Marijuana Cultivation Facility,6154 County Road 23,Ridgway,81432,2025-05-01
403R-00288,DARK HORSE GENETICS LLC,Dark Horse Genetics ,Retail Marijuana Cultivation Facility,"1110 West Virginia Avenue, Units 2, 3 & 4",Denver,80223,2025-05-01
403R-00863,DARK HORSE GENETICS LLC,Dark Horse Genetics ,Retail Marijuana Cultivation Facility,2145 South Kalamath Street,Denver,80223,2025-05-01
403R-01021,DD FARMS LLC,None,Retail Marijuana Cultivation Facility,6397 Galbreth Road,Pueblo,81005,2025-05-01
403R-00991,DEL MUNDO LLC,None,Retail Marijuana Cultivation Facility,"5303 Vasquez Boulevard, Suite 101",Commerce City,80022,2025-05-01
403R-01290,DELTA-9 LLC,None,Retail Marijuana Cultivation Facility,819 Mayor Patricia Reigel Boulevard,Moffat,81143,2025-05-01
403R-00077,DENCO LLC,None,Retail Marijuana Cultivation Facility,4300 East 51st Avenue,Denver,80216,2025-05-01
403R-00076,DENCO LLC,None,Retail Marijuana Cultivation Facility,5155 East 46th Avenue,Denver,80216,2025-05-01
403R-00023,DENVER GREENS LLC,None,Retail Marijuana Cultivation Facility,"1885 West Dartmouth Avenue, Units 2, 3, & 6",Denver,80223,2025-05-01
403R-00926,DH SYSTEMS & TESTING LLC,maverixx,Retail Marijuana Cultivation Facility,2380 59th Lane,Boone,81025,2025-05-01
403R-01474,DHR ENTERPRISE LLC,None,Retail Marijuana Cultivation Facility,320 Mary Jane Lane,Moffat,81143,2025-05-01
403R-00934,DJR COLORADO LLC,High Level Health,Retail Marijuana Cultivation Facility,4755 North Lima Street,Denver,80239,2025-05-01
403R-00031,DKC LLC,Denver Kush Club,Retail Marijuana Cultivation Facility,4960 North Jackson Street,Denver,80216,2025-05-01
403R-00245,DOLCE VITA CAPITAL LLC,Pearl Cannabis,Retail Marijuana Cultivation Facility,"3554 Pearl Street, Unit G",Boulder,80301,2025-05-01
403R-01371,DOLCE VITA INVESTMENTS LLC,None,Retail Marijuana Cultivation Facility,715 Lone Tree Circle Unit A,Nunn,80648,2025-05-01
403R-01494,DOOBIE FARMS LLC,None,Retail Marijuana Cultivation Facility,8356 Maverick Lane,Ordway,81063,2025-05-01
403R-01184,DOUBLE BROW LLC,Grow Forth Gardens,Retail Marijuana Cultivation Facility,4715 North Colorado Boulevard ,Denver,80216,2025-05-01
403R-01048,DOUBLE C FARMS LLC,None,Retail Marijuana Cultivation Facility,8161 Maverick Lane,Ordway,81063,2025-05-01
403R-00120,DPC DENVER LLC,Green Dragon,Retail Marijuana Cultivation Facility,830 North Wyandot Street,Denver,80204,2025-05-01
403R-01388,DR JAYS EXOTICS LLC,Dr. Jay's Exotics,Retail Marijuana Cultivation Facility,27425 County Road 61,Moffat,81143,2025-05-01
403R-00428,DR JEKYLL FARMS LLC,None,Retail Marijuana Cultivation Facility,127 South Neilson Avenue,Pueblo,81001,2025-05-01
403R-00617,DR RELEAF INC,None,Retail Marijuana Cultivation Facility,61100 Highway 96 East,Boone,81025,2025-05-01
403R-01305,DREAMCROP LLC,None,Retail Marijuana Cultivation Facility,19658 Tamarack Lane,Ordway,81063,2025-05-01
403R-00332,DURANGO ORGANICS LLP,None,Retail Marijuana Cultivation Facility,12929 Highway 550 South,Durango,81303,2025-05-01
403R-00731,DUTCH BOTANICALS LLC,None,Retail Marijuana Cultivation Facility,"17600 East Exposition Drive, Unit C-1",Aurora,80017,2025-05-01
403R-00376,DUTCH BOY LLC,Dutch Boy,Retail Marijuana Cultivation Facility,1617 West 12th Avenue,Denver,80204,2025-05-01
403R-00314,DUTCHESS OF DENVER LLC,Dutchess,Retail Marijuana Cultivation Facility,1994 South Cherokee Street,Denver,80223,2025-05-01
403R-00275,EAGLE RIVER INVESTMENTS LLC,Hummingbird Cannabis Company,Retail Marijuana Cultivation Facility,"1265 Rock Creek Circle, Suite A",Lafayette,80026,2025-05-01
403R-00276,EAGLE RIVER INVESTMENTS LLC,Hummingbird Cannabis Company,Retail Marijuana Cultivation Facility,"1265 Rock Creek Circle, Suite B",Lafayette,80026,2025-05-01
403R-01063,EAH ENTERPRISES LLC,Vera Cultivation,Retail Marijuana Cultivation Facility,3105 North 75th Street,Boulder,80301,2025-05-01
403R-00958,EARTH ENERGY UNLIMITED LLC,Earth Energy Extracts,Retail Marijuana Cultivation Facility,24 North Electronic Drive Suite B,Pueblo West,81007,2025-05-01
403R-01161,EGOZI VENTURES LLC,None,Retail Marijuana Cultivation Facility,2160 South Lipan Street,Denver,80223,2025-05-01
403R-00216,EJB VENTURES LLC,Harmony Extracts,Retail Marijuana Cultivation Facility,4500 North Jason Street,Denver,80211,2025-05-01
403R-00966,EJB VENTURES LLC,Harmony Extracts,Retail Marijuana Cultivation Facility,121 North Mariposa Street,Denver,80223,2025-05-01
403R-00445,ELEVATED FOREVER LLC,None,Retail Marijuana Cultivation Facility,"1501 Lee Hill Drive, Unit 9",Boulder,80304,2025-05-01
403R-00562,ELEVATED QUALITY WHOLESALE LLC,None,Retail Marijuana Cultivation Facility,210 East 10th Street,Leadville,80461,2025-05-01
403R-00412,ELK MOUNTAIN TRADING POST LLC,Elk Mountain Trading Post LLC,Retail Marijuana Cultivation Facility,170 East 3rd Street,De Beque,81630,2025-05-01
403R-01337,EMBER LIMITED,None,Retail Marijuana Cultivation Facility,7900 Lane 20,Ordway,81063,2025-05-01
403R-01316,EMERALD STONE LLC,None,Retail Marijuana Cultivation Facility,19864 Tamarack Lane,Ordway,81063,2025-05-01
403R-00183,EV JASON ST LLC,None,Retail Marijuana Cultivation Facility,2209 South Jason Street,Denver,80223,2025-05-01
403R-00822,EVERGREEN NATURALS LLC,Sun House,Retail Marijuana Cultivation Facility,58239 County Road Z,Moffat,81143,2025-05-01
403R-00821,EVERGREEN NATURALS LLC,Sun House,Retail Marijuana Cultivation Facility,58301 County Road Z,Moffat,81143,2025-05-01
403R-01076,EVERGREEN NURSERY FARMS LLC,Motavation Farms LLC,Retail Marijuana Cultivation Facility,2367 Little Burnt Mill Road,Pueblo,81004,2025-05-01
403R-00723,FAMILY FARM GROWERS LLC,None,Retail Marijuana Cultivation Facility,43801 East State Highway 96,Pueblo,81006,2025-05-01
403R-01282,FANTASTIC DREAM LLC,None,Retail Marijuana Cultivation Facility,15749 US Highway 285,Saguache,81149,2025-05-01
403R-01497,FERRARI FARMS CO LLC,None,Retail Marijuana Cultivation Facility,427 Kush Lane,Moffat,81143,2025-05-01
403R-00103,FIVEFIFTYFIVE LLC,None,Retail Marijuana Cultivation Facility,5550 Joliet Street,Denver,80239,2025-05-01
403R-00199,FLOWER POWER BOTANICALS LLC,None,Retail Marijuana Cultivation Facility,1308 -1310 Duff Drive,Fort Collins,80524,2025-05-01
403R-00774,FLYING J INC,Kushmas,Retail Marijuana Cultivation Facility,843 East Chemical Drive,Pueblo West,81007,2025-05-01
403R-01484,FOCUS BUDS LLC,Focus Buds,Retail Marijuana Cultivation Facility,303 County Road 504,Walsenburg,81089,2025-05-01
403R-01493,FORTIS AETERNUM HOLDINGS LLC,None,Retail Marijuana Cultivation Facility,5715 East Red Creek Springs Road,Pueblo,81005,2025-05-01
403R-00249,FOX STREET WELLNESS LLC,None,Retail Marijuana Cultivation Facility,4773 North Fox Street,Denver,80216,2025-05-01
403R-00943,FREEDOM GROWERS INC,None,Retail Marijuana Cultivation Facility,3502 Freedom Road Unit C,Trinidad,81082,2025-05-01
403R-00726,FREEDOM GROWERS INC,None,Retail Marijuana Cultivation Facility,"3502 Freedom Road, Unit A",Trinidad,81082,2025-05-01
403R-00944,FREEDOM GROWERS INC,None,Retail Marijuana Cultivation Facility,"3502 Freedom Road, Unit B,",Trinidad,81082,2025-05-01
403R-01257,FREEDOM GROWERS INC,None,Retail Marijuana Cultivation Facility,3613 Freedom Road Unit B,Trinidad,81082,2025-05-01
403R-01262,FREEDOM GROWERS INC,None,Retail Marijuana Cultivation Facility,3613A Freedom Road,Trinidad,81082,2025-05-01
403R-00594,FREEDOM ROAD GARDEN LTD,Freedom Road,Retail Marijuana Cultivation Facility,2600 Freedom Road,Trinidad,81082,2025-05-01
403R-00938,FROSTY TOP FARMS LLC,Frosty Top Farms,Retail Marijuana Cultivation Facility,"163 Goldmine Drive, Unit C",Pagosa Springs,81147,2025-05-01
403R-00040,FUTUREVISION LTD,Medicine Man,Retail Marijuana Cultivation Facility,4750 North Nome Street,Denver,80239,2025-05-01
403R-01449,GANJA GUYS LLC,None,Retail Marijuana Cultivation Facility,709 Mayor Patricia Reigel Boulevard,Moffat,81143,2025-05-01
403R-01476,GANJABEAN CULTIVATORS LLC,None,Retail Marijuana Cultivation Facility,318 Mary Jane Lane,Moffat,81143,2025-05-01
403R-00289,GAS AND GRASS LLC,Rollup,Retail Marijuana Cultivation Facility,505 North Bryant Street,Denver,80204,2025-05-01
403R-00168,GATSBY HOLDINGS LLC,Billo,Retail Marijuana Cultivation Facility,"1707 Copper Ridge Spur, Unit A",Steamboat Springs,80487,2025-05-01
403R-01424,GEMSTONED INC,GemStoned,Retail Marijuana Cultivation Facility,424 Indica Lane,Moffat,81143,2025-05-01
403R-00477,GHT FARMS LLC,"GHT, LLC",Retail Marijuana Cultivation Facility,"13800 East Moncrieff Place, Unit A",Aurora,80011,2025-05-01
403R-00330,GM INC,GREEN WORLD,Retail Marijuana Cultivation Facility,23320 County Road K5,San Luis,81152,2025-05-01
403R-01018,GRASSHOPPER FARMS CO LLC,Grasshopper Farms,Retail Marijuana Cultivation Facility,9135 State Highway 96 West,Pueblo,81005,2025-05-01
403R-01221,GRASSLAND FARMS LLC,None,Retail Marijuana Cultivation Facility,8867 Maverick Lane,Ordway,81063,2025-05-01
403R-01461,GRATEFUL GROVE LLC,None,Retail Marijuana Cultivation Facility,6185 Arapahoe Road Unit C,Boulder,80303,2025-05-01
403R-01369,GREAT DIVIDE LETTUCE COLONY INC,None,Retail Marijuana Cultivation Facility,1851 Grand County Road 60 Unit C,Granby,80446,2025-05-01
403R-00211,GREAT DIVIDE LETTUCE COLONY INC,None,Retail Marijuana Cultivation Facility,2313 Colorado Boulevard,Idaho Springs,80452,2025-05-01
403R-01189,GREEN APPLE ACRES LLC,None,Retail Marijuana Cultivation Facility,841 Joey Lane,Moffat,81143,2025-05-01
403R-00852,GREEN CROSS LLC,Green Cross of Cherry Creek,Retail Marijuana Cultivation Facility,5225 North Monroe Street,Denver,80216,2025-05-01
403R-01179,GREEN DEPOT FARMS LLC,None,Retail Marijuana Cultivation Facility,902 MR. 45 Lane,Moffat,81143,2025-05-01
403R-00629,GREEN FARMERS LLC,None,Retail Marijuana Cultivation Facility,7571 Vanessa Drive,Pueblo,81005,2025-05-01
403R-00214,GREEN FARMS LLC,None,Retail Marijuana Cultivation Facility,11975 East 40th Avenue,Denver,80239,2025-05-01
403R-00742,GREEN FIELDS LLC,GreenFields,Retail Marijuana Cultivation Facility,"5200 East Smith Road, Suite 120",Denver,80216,2025-05-01
403R-01499,GREEN HEAVEN LLC,None,Retail Marijuana Cultivation Facility,845 Joey Lane,Moffat,81143,2025-05-01
403R-01504,GREEN LEAF LABS LLC ,None,Retail Marijuana Cultivation Facility,822 Joey Lane,Moffat,81143,2025-05-01
403R-01389,GREEN LIGHT AGRITECH LLC ,None,Retail Marijuana Cultivation Facility,601 Dunn Deal Drive,Moffat,81143,2025-05-01
403R-00068,GREEN LIGHT SUPPLY LLC,Growlytics,Retail Marijuana Cultivation Facility,4105 North Jason Street,Denver,80211,2025-05-01
403R-01527,GREEN PEAK GROWERS LLC,None,Retail Marijuana Cultivation Facility,20173 Sherman Lane,Ordway,81063,2025-05-01
403R-01510,GREEN PHARM LLC,None,Retail Marijuana Cultivation Facility,3111 North Stone Avenue Suite 160,Colorado Springs,80907,2025-05-01
403R-01135,GREEN SATIVA LLC,None,Retail Marijuana Cultivation Facility,63500 East Highway 96,Boone,81025,2025-05-01
403R-00898,GREEN SATIVA LLC,None,Retail Marijuana Cultivation Facility,3990 Grape Street,Denver,80207,2025-05-01
403R-01489,GREEN STREET LLC,None,Retail Marijuana Cultivation Facility,19777 & 19779 Tamarack Lane,Ordway,81063,2025-05-01
403R-01199,GREEN STREET LLC,None,Retail Marijuana Cultivation Facility,20319 Tamarack Lane,Ordway,81063,2025-05-01
403R-01198,GREEN STREET LLC,None,Retail Marijuana Cultivation Facility,20321 Tamarack Lane,Ordway,81063,2025-05-01
403R-01468,GREEN TREE BERTHOUD LLC,Green Tree,Retail Marijuana Cultivation Facility,1090 North 2nd Street,Berthoud,80513,2025-05-01
403R-00746,GREENHOUSE WORKZ INC,None,Retail Marijuana Cultivation Facility,65 North Laser Drive,Pueblo West,81007,2025-05-01
403R-00993,GROW INC,None,Retail Marijuana Cultivation Facility,2797 59th Lane,Boone,81025,2025-05-01
403R-00994,GROW INC,None,Retail Marijuana Cultivation Facility,6033 State Highway 78 West,Pueblo,81005,2025-05-01
403R-01465,GROW.GODS.GENETICS LLC,None,Retail Marijuana Cultivation Facility,788 Vallejo Street,Denver,80204,2025-05-01
403R-01086,GT CULTIVATION LLC,None,Retail Marijuana Cultivation Facility,"6859 North Foothills Highway, E-100",Boulder,80302,2025-05-01
403R-00788,GUARANTEED GREEN LTD,Olio,Retail Marijuana Cultivation Facility,"4800 North Oakland Street, Unit 3",Denver,80239,2025-05-01
