License Number,Facility Name,DBA,Facility Type,Street,City,ZIP Code,Date Updated
403R-00037,SWEETWATER PARTNERS LLC,El Jefe,Retail Marijuana Cultivation Facility,4260 North Kearney Street,Denver,80216,2025-05-01
403R-00828,T & C ENTERPRISES LLC,Hi-Fuel,Retail Marijuana Cultivation Facility,2640 East 43rd Avenue,Denver,80216,2025-05-01
403R-01341,TAYLOR FARMS LLC,None,Retail Marijuana Cultivation Facility,3010 Airport Road,Rifle,81650,2025-05-01
403R-01083,TELLURIDE GREEN ROOM LLC,Telluride Green Room,Retail Marijuana Cultivation Facility,268 Beaver Canyon Lane,Norwood,81423,2025-05-01
403R-01114,TEXCO PRODUCTS LLC,Dune Dab Company,Retail Marijuana Cultivation Facility,800 South Reigel Court,Moffat,81143,2025-05-01
403R-01330,THA CORP,The Herbal Alternative,Retail Marijuana Cultivation Facility,10194 Highway 491,Cortez,81321,2025-05-01
403R-00391,THA CORP,The Herbal Alternative,Retail Marijuana Cultivation Facility,1531 Lebanon Road,Cortez,81321,2025-05-01
403R-01432,THE BAKERY BROTHERS LLC,Bakery Brothers,Retail Marijuana Cultivation Facility,258 East 5th Street,Nederland,80466,2025-05-01
403R-01471,THE BUD GUYS LLC,None,Retail Marijuana Cultivation Facility,13010 County Road 55,Moffat,81143,2025-05-01
403R-00879,THE CHRONIC FACTORY LLC,The Chronic Factory,Retail Marijuana Cultivation Facility,150 North Rio Grande Boulevard,Denver,80223,2025-05-01
403R-01507,THE EPIC REMEDY LLC ,None,Retail Marijuana Cultivation Facility,2565 Weston Road,Colorado Springs,80910,2025-05-01
403R-01508,THE EPIC REMEDY LLC ,None,Retail Marijuana Cultivation Facility,2585 Weston Road ,Colorado Springs,80910,2025-05-01
403R-00361,THE FLOWER COLLECTIVE LTD,TFC,Retail Marijuana Cultivation Facility,1918 45 1/2 Road,De Beque,81630,2025-05-01
403R-00423,THE FLOWER SHOP LLC,None,Retail Marijuana Cultivation Facility,"2510 47th Street, Unit GG",Boulder,80301,2025-05-01
403R-00018,THE GREEN SOLUTION LLC,None,Retail Marijuana Cultivation Facility,4394 North Grape Street,Denver,80216,2025-05-01
403R-01526,THE HEALING CANNA LLC,HEALING CANNA,Retail Marijuana Cultivation Facility,3330 Drennan Industrial Loop South,Colorado Springs,80910,2025-05-01
403R-01377,THE HERBAL CURE LLC,None,Retail Marijuana Cultivation Facility,989 South Logan Street ,Denver,80209,2025-05-01
403R-00370,THE HERBAL GARDEN LLC,None,Retail Marijuana Cultivation Facility,302 Lamkin Street,Pueblo,81003,2025-05-01
403R-00254,THE ORGANIC SEED LLC,FUMO,Retail Marijuana Cultivation Facility,41 North Precision Drive,Pueblo West,81007,2025-05-01
403R-00435,THE SLOTH LLC,None,Retail Marijuana Cultivation Facility,"4600 North Ironton Street, Unit 102",Denver,80239,2025-05-01
403R-00552,THREE RIVERS DEVELOPMENT LLC,Three Rivers Dispensary,Retail Marijuana Cultivation Facility,77 North Magneto Drive,Pueblo West,81007,2025-05-01
403R-01475,TIBBS & CO CULTIVATION LLC,None,Retail Marijuana Cultivation Facility,322 Mary Jane Lane,Moffat,81143,2025-05-01
403R-00859,TKJ INVESTMENTS LLC,Fuego Farms,Retail Marijuana Cultivation Facility,600 Greenhorn Mountain Circle,Walsenburg,81089,2025-05-01
403R-00507,TNT BOTANICALS LLC,Pot Zero,Retail Marijuana Cultivation Facility,11157 Gypsum Creek Road,Gypsum,81637,2025-05-01
403R-01331,TOASTED LLC,Honey Bud,Retail Marijuana Cultivation Facility,107 San Antonio Street,Antonito,81120,2025-05-01
403R-01509,TOTAL GREEN LLC,TOTAL GREEN,Retail Marijuana Cultivation Facility,1105 South Chelton Road,Colorado Springs,80910,2025-05-01
403R-01023,TRAVA LLC,None,Retail Marijuana Cultivation Facility,8228 Maverick Lane,Ordway,81063,2025-05-01
403R-01281,TRAVA1 LLC,None,Retail Marijuana Cultivation Facility,8098 Maverick Lane,Ordway,81063,2025-05-01
403R-01295,TRAVA2 LLC,None,Retail Marijuana Cultivation Facility,8096 Maverick Lane,Ordway,81063,2025-05-01
403R-01153,TREE FARMERS LLC,None,Retail Marijuana Cultivation Facility,710 Mayor Patricia Reigel Boulevard,Moffat,81143,2025-05-01
403R-00029,TREE GRINGOS LLC,None,Retail Marijuana Cultivation Facility,4550 North Jackson Street,Denver,80216,2025-05-01
403R-01313,TRI-NETRA LLC,None,Retail Marijuana Cultivation Facility,20068 Sherman Lane,Ordway,81063,2025-05-01
403R-00753,TRINIDAD CULTIVATION SERVICES INC,Blue Sand Consulting,Retail Marijuana Cultivation Facility,13002 County Road 26.2,Trinidad,81082,2025-05-01
403R-00353,TRINIDADS HIGHER CALLING U LLC,None,Retail Marijuana Cultivation Facility,1000 Independence Road,Trinidad,81082,2025-05-01
403R-01297,TUVA CANNABIS COMPANY LLC,Tuva Cannabis Co,Retail Marijuana Cultivation Facility,18753 County Road 60 ,Moffat,81143,2025-05-01
403R-01383,TWIN EAGLES LIMITED,Twin Eagles,Retail Marijuana Cultivation Facility,20393 Elliott Lane,Ordway,81063,2025-05-01
403R-00982,TY WEBB ENTERPRISES LLC,None,Retail Marijuana Cultivation Facility,9792 Hanover Court,Henderson,80640,2025-05-01
403R-00123,TZ FINANCIAL LLC,High Country Healing,Retail Marijuana Cultivation Facility,"191 Blue River Pkwy Stes 200, 200A, 201, 203,204, 205 & 206,",Silverthorne,80498,2025-05-01
403R-01491,UBALS COMPANY LLC,None,Retail Marijuana Cultivation Facility,921 Silver Lane,Moffat,81143,2025-05-01
403R-00637,URBANE DEVELOPERS LLC,Cherry,Retail Marijuana Cultivation Facility,2191 South Jason Street,Denver,80223,2025-05-01
403R-00466,VAIL BUD BREWERY LLC,High Country Healing 8,Retail Marijuana Cultivation Facility,"40801 US Highway 6, Suite 5",Avon,81620,2025-05-01
403R-00463,VAIL VALLEY PARTNERS LLC,Vail Valley Cultivations,Retail Marijuana Cultivation Facility,PO Box 2873,Avon,81620,2025-05-01
403R-00296,VENDING BY A & A LLC,Nature's of Sedgwick,Retail Marijuana Cultivation Facility,107 Main Avenue,Sedgwick,80749,2025-05-01
403R-00244,VIOLA INC,Viola's Extracts,Retail Marijuana Cultivation Facility,4645 North Joliet Street,Denver,80239,2025-05-01
403R-01427,VIOLET BLOOM LLC ,None,Retail Marijuana Cultivation Facility,19812 Tamarack Lane,Ordway,81063,2025-05-01
403R-00176,VIRGIN MARY LLC,None,Retail Marijuana Cultivation Facility,2731 West Short Place,Denver,80204,2025-05-01
403R-00470,VIRTUAL MARKETING LLC,Maggie's Farm,Retail Marijuana Cultivation Facility,3900 North 27th Lane,Pueblo,81001,2025-05-01
403R-00999,VOODOO STYLEE NATURAL FARM LLC,Voodoo Stylee Natural Farm,Retail Marijuana Cultivation Facility,7064 West State Highway 96,Pueblo,81005,2025-05-01
403R-01138,WARRIOR FARMS LLC,None,Retail Marijuana Cultivation Facility,828 Joey Lane,Moffat,81143,2025-05-01
403R-00456,WELLNESS CENTER OF THE ROCKIES INC,The Center,Retail Marijuana Cultivation Facility,2130 South Lipan Street,Denver,80223,2025-05-01
403R-00651,WESTWARD SUMMIT LLC,High Country Healing,Retail Marijuana Cultivation Facility,"4242 North Elizabeth Street, Unit 1",Denver,80216,2025-05-01
403R-01058,WHEELER FARMS LLC,None,Retail Marijuana Cultivation Facility,6389 Galbreth Road,Pueblo,81005,2025-05-01
403R-00563,WHITE MEADOWS CULTIVATION LLC,None,Retail Marijuana Cultivation Facility,7013 Burnt Mill Road,Beulah,81023,2025-05-01
403R-00329,WILDFIRE CULTIVATION LLC,Wildfire,Retail Marijuana Cultivation Facility,"4891 North Broadway, Units 1 & 2",Boulder,80304,2025-05-01
403R-01157,WLCO LLC,WHT LBL,Retail Marijuana Cultivation Facility,8401 Baseline Road,Boulder,80303,2025-05-01
403R-01171,WLCO LLC,THE REPUBLIC,Retail Marijuana Cultivation Facility,"8401 Baseline Road, Unit A",Boulder,80303,2025-05-01
403R-01009,WOODYS FARMS LLC,None,Retail Marijuana Cultivation Facility,6476 Galbreth Road,Pueblo,81005,2025-05-01
403R-01321,XI FARMS LLC,None,Retail Marijuana Cultivation Facility,20385 Sherman Lane,Ordway,81063,2025-05-01
403R-00661,YETI FARMS LLC,Yeti Farms LLC,Retail Marijuana Cultivation Facility,1650 Siloam Road,Pueblo,81005,2025-05-01
403R-00803,YUMA WAY LLC,None,Retail Marijuana Cultivation Facility,1136 North Yuma Court,Denver,80204,2025-05-01
403R-00804,YUMA WAY LLC,None,Retail Marijuana Cultivation Facility,1240 South Bannock Street,Denver,80223,2025-05-01
403R-00901,ZAPOTK CORPORATION LTD,None,Retail Marijuana Cultivation Facility,778 County Road 230,Walsenburg,81089,2025-05-01
403R-01176,ZENGOLDS LLC,ZENGOLD'S,Retail Marijuana Cultivation Facility,5227 North Monroe Street,Denver,80216,2025-05-01
